customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
6178-KFNHS,Female,0,0,1,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.3,909.25,1,6.5249999999999995,11.612388250319285,939.5999999999999,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
2830-LEWOA,Male,0,1,1,61,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),103.9,6449.15,0,1.7032786885245903,62.070741097208845,6337.900000000001,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
5006-MXVRN,Female,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.7,762.45,0,0.5307692307692308,36.833333333333336,807.3,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
1264-BYWMS,Male,0,0,0,55,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,5283.95,1,1.76,54.58626033057851,5324.0,0,0,0,0,1,1,2,0,1,1,1,Loyal (4-6yr),3,1,0
9658-WYUFB,Female,0,0,0,17,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.4,1617.5,1,5.552941176470589,17.134533898305083,1604.8000000000002,1,1,0,0,1,0,3,1,1,1,1,Developing (1-2yr),3,1,0
8327-WKMIE,Male,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,785.75,0,0.5445945945945946,38.99503722084368,745.55,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1
6917-FIJHC,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.0,1776.0,0,0.3611111111111111,68.3076923076923,1872.0,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
5329-KRDTM,Male,1,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),77.35,5396.25,0,1.0743055555555554,69.76405946994183,5569.2,0,1,1,1,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
7797-EJMDP,Female,0,0,0,8,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),66.05,574.5,0,8.25625,8.697956093868282,528.4,1,0,0,1,0,1,3,1,1,1,1,New (0-12m),3,0,1
3530-VWVGU,Female,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,400.3,0,0.9045454545454544,20.115577889447238,437.79999999999995,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,0
2013-SGDXK,Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,84.3,84.3,1,84.3,1.0,84.3,0,1,0,0,1,0,2,0,1,1,1,New (0-12m),3,1,0
6368-NWMCE,Female,0,0,0,38,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),68.15,2656.3,0,1.793421052631579,38.97725605282465,2589.7000000000003,0,1,0,1,0,1,3,1,1,1,1,Established (2-4yr),3,0,1
3633-CDBUW,Male,0,0,1,17,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,80.85,1445.95,0,4.7558823529411764,17.8843537414966,1374.4499999999998,0,1,1,1,1,1,5,1,1,1,1,Developing (1-2yr),2,1,0
0707-HOVVN,Female,1,0,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.5,5212.65,0,1.0785714285714285,69.04172185430463,5285.0,0,1,1,1,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
8580-QVLOC,Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.45,6440.25,1,1.2840277777777778,69.66197944835045,6656.400000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
3956-MGXOG,Female,0,0,0,28,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.6,2244.95,0,2.8785714285714286,27.852977667493796,2256.7999999999997,0,0,0,0,0,1,1,0,1,1,1,Established (2-4yr),3,1,0
9274-UARKJ,Female,0,0,0,15,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),83.2,1130.0,0,5.546666666666667,13.581730769230768,1248.0,0,1,0,0,1,0,2,0,1,1,1,Developing (1-2yr),3,0,1
4077-HWUYD,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),87.55,6463.15,0,1.2159722222222222,73.8223872073101,6303.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
2012-NWRPA,Female,1,1,0,11,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.55,1131.2,1,9.049999999999999,11.363134103465596,1095.05,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
8808-ELEHO,Male,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.25,585.95,1,10.15625,7.211692307692308,650.0,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
0103-CSITQ,Female,0,1,0,57,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),109.4,6252.7,0,1.9192982456140353,57.154478976233996,6235.8,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
3506-LCJDC,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.95,19.95,1,19.95,1.0,19.95,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
8671-KKKOS,Female,0,1,0,46,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,45.55,2062.15,0,0.9902173913043477,45.2722283205269,2095.2999999999997,1,1,0,0,1,0,3,1,0,1,0,Established (2-4yr),3,1,0
7305-ZWMAJ,Male,0,1,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,587.1,0,0.69,28.36231884057971,621.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1
9518-XXBXE,Male,1,1,0,10,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.3,720.45,0,7.529999999999999,9.56772908366534,753.0,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
3934-HXCFZ,Male,0,1,0,23,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,99.25,2186.4,1,4.315217391304348,22.029219143576828,2282.75,1,1,1,0,1,0,4,1,1,1,1,Developing (1-2yr),3,1,0
6578-KRMAW,Male,0,0,0,32,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),93.4,2979.3,0,2.91875,31.8982869379015,2988.8,1,1,1,0,0,1,4,1,1,1,1,Established (2-4yr),3,0,1
4860-IJUDE,Male,0,0,0,13,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.75,956.65,0,5.673076923076923,12.971525423728814,958.75,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1
7666-WKRON,Female,0,0,0,39,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,80.45,3201.55,1,2.062820512820513,39.79552517091361,3137.55,0,0,1,1,0,0,2,0,1,1,1,Established (2-4yr),1,1,0
9688-YGXVR,Female,0,0,0,44,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.15,3973.2,0,2.003409090909091,45.073170731707314,3878.6000000000004,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),3,0,1
0423-UDIJQ,Male,1,0,0,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,0,5.466666666666667,9.103658536585366,442.8,0,0,0,1,0,0,1,0,1,1,1,New (0-12m),3,0,0
1945-XISKS,Female,0,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,1335.2,0,0.29328358208955224,67.94910941475828,1316.55,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
4910-AQFFX,Male,0,1,1,9,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),79.35,661.25,1,8.816666666666666,8.333333333333334,714.15,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,0,1
2154-KVJFF,Female,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.75,1111.85,1,5.316666666666666,13.94169278996865,1196.25,0,1,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0
5360-LJCNJ,Female,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.15,7555.0,0,1.4809859154929579,71.84973846885401,7465.650000000001,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
2607-FBDFF,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,49.0,0,49.0,1.0,49.0,0,0,0,1,0,0,1,0,1,1,1,New (0-12m),3,0,1
9647-ERGBE,Female,0,1,1,30,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,3046.15,1,3.335,30.446276861569217,3001.5,0,0,1,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
3428-XZMAZ,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,69.35,1,69.35,1.0,69.35,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
1100-DDVRV,Male,0,1,0,17,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,49.8,836.35,0,2.929411764705882,16.79417670682731,846.5999999999999,0,1,0,0,1,1,3,1,0,1,0,Developing (1-2yr),3,0,0
0378-TOVMS,Female,0,0,0,3,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,1,28.599999999999998,3.1724941724941726,257.4,0,0,0,1,0,1,2,0,1,1,1,New (0-12m),3,1,0
4355-HBJHH,Male,0,1,1,67,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Electronic check,79.7,5293.4,1,1.1895522388059703,66.41656210790464,5339.900000000001,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,1,0
6728-WYQBC,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,20.95,0,20.95,1.0,20.95,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
9058-CBREO,Female,1,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.55,50.55,1,50.55,1.0,50.55,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9029-FEGVJ,Female,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,79.3,2570.0,0,2.478125,32.40857503152585,2537.6,0,0,1,0,0,0,1,0,1,1,1,Established (2-4yr),3,0,0
7216-KAOID,Male,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.5,798.2,0,0.47560975609756095,40.93333333333334,799.5,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1
0318-QUUOB,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,1,80.55,1.0,80.55,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
6145-NNPNO,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.15,44.15,0,44.15,1.0,44.15,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1
5520-FVEWJ,Female,0,1,1,12,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.5,916.9,1,7.041666666666667,10.850887573964497,1014.0,0,1,1,0,0,0,2,0,1,1,1,New (0-12m),3,1,0
5339-TJFEK,Male,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6487.2,0,1.7016129032258065,61.490047393364925,6541.0,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0
5572-ZDXHY,Female,0,0,0,22,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,84.3,1855.65,1,3.8318181818181816,22.012455516014235,1854.6,0,1,0,0,0,1,2,0,1,1,1,Developing (1-2yr),3,0,0
2074-GUHPQ,Female,0,0,1,17,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),92.7,1556.85,0,5.452941176470588,16.79449838187702,1575.9,0,1,1,1,0,0,3,1,1,1,1,Developing (1-2yr),3,0,1
4625-XMOYM,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.25,1988.05,0,0.3645833333333333,75.73523809523809,1890.0,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
5827-MWCZK,Male,0,1,1,56,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.95,5432.2,0,1.73125,56.030943785456415,5429.2,0,1,0,1,1,0,3,1,1,1,1,Loyal (4-6yr),3,0,1
1385-TQOZW,Female,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,147.55,0,2.272222222222222,7.2151589242053795,184.04999999999998,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
5914-XRFQB,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.8,8424.9,0,1.6083333333333334,72.75388601036269,8337.6,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
4329-YPDDQ,Male,0,0,0,20,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.2,2203.7,0,5.41,20.36691312384473,2164.0,1,1,1,1,1,1,6,1,1,1,1,Developing (1-2yr),3,0,1
4804-NCPET,Male,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,387.4,0,1.063157894736842,19.178217821782177,383.8,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,0
3750-CKVKH,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,67.75,116.65,1,33.875,1.7217712177121771,135.5,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
5944-UGLLK,Male,0,0,0,53,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),54.9,3045.75,0,1.0358490566037735,55.478142076502735,2909.7,0,0,1,1,1,1,4,1,0,1,0,Loyal (4-6yr),2,0,1
8063-GBATB,Female,1,0,0,27,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.25,2287.25,1,3.1574074074074074,26.82991202346041,2301.75,0,0,0,0,0,1,1,0,1,1,1,Established (2-4yr),3,1,0
7787-BNTZM,Male,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,130.5,0,3.358333333333333,6.476426799007444,120.89999999999999,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
2252-ISRNH,Male,0,1,1,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,90.35,767.9,0,10.038888888888888,8.499169894853349,813.15,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),2,1,0
9415-TPKRV,Female,0,1,1,8,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.75,446.8,0,6.96875,8.014349775784753,446.0,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
5322-TEUJK,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.6,8100.25,0,1.6140845070422534,70.6828097731239,8136.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
4547-KQRTM,Female,0,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.05,830.7,1,8.004999999999999,10.377264209868834,800.5,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1
4877-EVATK,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,20.0,1,20.0,1.0,20.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
1866-DIOQZ,Female,0,1,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),66.8,4689.15,0,0.9408450704225352,70.19685628742515,4742.8,1,1,1,1,1,1,6,1,0,1,0,Loyal (4-6yr),2,0,1
8375-KVTHK,Male,0,1,0,68,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,100.3,6754.35,0,1.4749999999999999,67.34147557328016,6820.4,0,1,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),2,1,0
2697-NQBPF,Male,0,0,0,34,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.35,3540.65,0,3.0985294117647055,33.608448030374944,3581.8999999999996,0,1,0,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
3709-OIJEA,Male,0,0,0,26,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,85.2,2184.6,0,3.276923076923077,25.640845070422532,2215.2000000000003,0,1,1,1,0,0,3,1,1,1,1,Established (2-4yr),2,1,0
7639-SUPCW,Female,0,0,0,22,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.8,1054.6,1,2.2181818181818183,21.610655737704917,1073.6,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1
1386-ZIKUV,Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.95,130.55,0,2.707142857142857,6.889182058047494,132.65,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
0599-XNYDO,Female,0,1,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.8,1540.35,0,3.4899999999999998,22.068051575931232,1396.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,1
6377-WHAOX,Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,6411.25,0,1.7691666666666668,60.398021667451715,6369.0,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0
6855-VLGOS,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.55,1432.55,0,0.28541666666666665,69.71046228710462,1479.6000000000001,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,1,0
8999-XXGNS,Female,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),105.75,7629.85,0,1.46875,72.14988179669031,7614.0,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1
8746-OQQRW,Male,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.25,101.9,0,6.3125,4.035643564356436,101.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
3181-MIZBN,Male,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,0,1.234375,15.868354430379746,316.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,1,0
0471-ARVMX,Female,1,1,0,62,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,104.85,6312.9,0,1.6911290322580643,60.20886981402003,6500.7,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,1,0
7766-CLTIC,Female,0,0,0,10,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,60.95,629.55,0,6.095000000000001,10.328958162428219,609.5,0,0,0,1,0,1,2,0,1,1,1,New (0-12m),3,0,0
5650-YLIBA,Male,0,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.15,2640.55,0,2.6177419354838714,32.53912507701787,2515.65,0,1,0,0,0,0,1,0,1,1,1,Established (2-4yr),3,1,0
0825-CPPQH,Female,0,1,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.1,1372.45,0,0.2690140845070423,71.85602094240838,1356.1000000000001,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
9084-OAYKL,Male,0,0,0,58,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.8,1212.25,0,0.3586206896551724,58.28125,1206.4,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
6122-LJADA,Male,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.15,6237.05,0,1.287857142857143,69.18524681087077,6310.5,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
2400-XIWIO,Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,90.1,6310.9,0,1.2690140845070421,70.04328523862375,6397.099999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,1,0
7524-VRLPL,Male,1,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),74.1,5031.0,0,1.0739130434782609,67.89473684210527,5112.9,1,0,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
1069-XAIEM,Female,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.05,85.05,1,85.05,1.0,85.05,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
7569-NMZYQ,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),118.75,8672.45,0,1.6493055555555556,73.03115789473685,8550.0,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
5201-USSQZ,Female,0,1,0,26,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),85.9,2196.45,0,3.303846153846154,25.56984866123399,2233.4,0,0,0,1,0,1,2,0,1,1,1,Established (2-4yr),3,0,1
2105-PHWON,Female,0,1,0,33,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.0,3008.15,0,2.878787878787879,31.664736842105263,3135.0,0,0,1,1,0,1,3,1,1,1,1,Established (2-4yr),3,0,1
1494-EJZDW,Female,0,1,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,220.8,0,2.0149999999999997,10.957816377171218,201.5,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
4884-TVUQF,Female,1,0,0,57,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.3,5779.6,0,1.7771929824561403,57.054294175715704,5774.099999999999,1,0,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
8003-EWNDZ,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.2,222.65,0,2.12,10.502358490566039,212.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0
1897-RCFUM,Female,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.2,914.6,0,0.6205128205128205,37.79338842975207,943.8,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0
9256-JTBNZ,Female,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.3,246.3,0,1.8454545454545455,12.133004926108374,223.3,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
4658-HCOHW,Female,0,1,1,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,102.8,2110.15,1,4.895238095238095,20.52675097276265,2158.7999999999997,0,1,1,1,1,1,5,1,1,1,1,Developing (1-2yr),3,1,0
2211-RMNHO,Female,0,1,1,68,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.3,5560.0,0,1.2544117647058823,65.18171160609613,5800.4,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
2432-TFSMK,Male,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),89.6,1633.0,0,4.977777777777778,18.22544642857143,1612.8,0,0,1,0,1,0,2,0,1,1,1,Developing (1-2yr),2,0,1
3440-JPSCL,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.95,547.65,1,16.658333333333335,5.4792396198099045,599.7,0,0,1,1,1,1,4,1,1,1,1,New (0-12m),3,0,0
4929-ROART,Male,0,0,0,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,56.25,969.85,0,3.125,17.241777777777777,1012.5,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,0
1834-ABKHQ,Female,0,1,1,52,1,No,DSL,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),50.95,2610.65,0,0.9798076923076924,51.23945044160942,2649.4,0,0,1,0,0,0,1,0,1,1,1,Loyal (4-6yr),2,0,1
