customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment,historical_ltv,churn_probability,expected_remaining_months,predictive_ltv,total_ltv,ltv_segment
4872-VXRIL,Male,0,0,0,56,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),64.65,3665.55,0,1.1544642857142855,56.6983758700696,3620.400000000001,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1,3665.55,0.057610037021801716,17.358086397715105,1040.7876959324033,4706.337695932403,High Value
9140-CZQZZ,Female,0,1,0,68,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.6,5515.8,0,1.1705882352941177,69.29396984924624,5412.799999999999,1,1,0,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1,5515.8,0.05206002331002331,19.208596854536296,1407.5053249378818,6923.305324937882,High Value
3423-HHXAO,Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,272.0,0,1.3928571428571428,13.948717948717947,273.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0,272.0,0.25261854315252674,3.9585375939572938,75.62268178694723,347.6226817869472,Low Value
9938-TKDGL,Male,0,1,1,68,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.55,6668.0,0,1.463970588235294,66.98141637368157,6769.4,1,0,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),1,1,0,6668.0,0.18724961023823503,5.340465054788174,517.8795080967383,7185.879508096738,High Value
0531-ZZJWQ,Male,1,1,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.0,4052.4,0,1.3454545454545457,54.76216216216216,4070.0,0,0,0,0,0,0,0,0,1,1,1,Loyal (4-6yr),3,1,0,4052.4,0.5486400477753377,1.8226886718438924,133.3092999435876,4185.709299943588,High Value
6537-QLGEX,Female,0,0,0,16,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,38.9,664.4,0,2.43125,17.079691516709513,622.4,1,0,0,0,1,0,2,0,0,1,0,Developing (1-2yr),3,1,0,664.4,0.6658636449199701,1.5018089779029604,57.81725209258946,722.2172520925894,Low Value
2688-BHGOG,Male,1,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,718.55,0,8.838888888888889,9.032683846637337,715.9499999999999,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0,718.55,0.7910584511796043,1.2641290899665225,99.62131115028184,818.1713111502818,Medium Value
7683-CBDKJ,Male,0,1,1,14,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,65.45,937.6,1,4.675,14.325439266615737,916.3,1,1,0,0,1,0,3,1,1,1,1,Developing (1-2yr),3,1,0,937.6,0.5294659520404644,1.8886955736174986,122.14317469086902,1059.743174690869,Medium Value
0946-CLJTI,Male,1,1,0,58,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.7,5812.6,1,1.7017241379310346,58.89159067882472,5724.6,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,1,0,5812.6,0.5728916339171503,1.7455308138512924,170.33331798307825,5982.933317983078,High Value
3160-TYXLT,Male,0,0,0,53,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,0,0.8735849056603773,55.00755939524838,2453.9,1,1,0,0,0,1,3,1,0,1,0,Loyal (4-6yr),3,0,1,2546.85,0.2233114685805181,4.478050349838776,202.68514530287752,2749.5351453028775,Medium Value
1325-USMEC,Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),99.35,6944.5,0,1.4192857142857145,69.89934574735783,6954.5,1,1,1,0,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1,6944.5,0.14138625248941414,7.072823435042753,679.6323672416448,7624.132367241645,High Value
0916-QOFDP,Female,1,1,1,14,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.8,1346.3,0,6.842857142857143,14.053235908141962,1341.2,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0,1346.3,0.7584373104402705,1.3185005355544852,125.10326892332353,1471.4032689233236,Medium Value
0628-CNQRM,Male,0,1,1,22,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),67.5,1544.05,1,3.0681818181818183,22.874814814814812,1485.0,1,0,1,1,1,0,4,1,1,1,1,Developing (1-2yr),2,0,1,1544.05,0.17328462827903374,5.770852325052961,378.7760349912676,1922.8260349912675,Medium Value
5606-AMZBO,Female,0,1,0,10,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),78.15,765.15,0,7.815,9.790786948176583,781.5,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1,765.15,0.6891011889494689,1.4511656866018394,112.26133653947988,877.4113365394799,Medium Value
6199-IPCAO,Female,0,1,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,692.55,0,0.9,26.534482758620687,756.9000000000001,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,692.55,0.15794124515147134,6.331468382694869,160.31785731036962,852.8678573103696,Medium Value
7665-TOALD,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,1,69.6,1.0,69.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,69.6,0.9871265086319585,1.0130413794538682,69.92119336639331,139.5211933663933,Low Value
0112-QWPNC,Male,0,1,0,49,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,84.35,4059.35,1,1.7214285714285713,48.125074096028456,4133.15,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,1,0,4059.35,0.32474407330446864,3.079347961070979,255.3895869545352,4314.739586954535,High Value
0324-BRPCJ,Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,1,1.473529411764706,68.37974051896207,6813.6,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,1,0,6851.65,0.5570850930068317,1.795057905072568,177.79194686618456,7029.4419468661845,High Value
2777-PHDEI,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.05,78.05,1,78.05,1.0,78.05,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0,78.05,0.9562633649706465,1.0457370183063492,80.92989198972322,158.97989198972323,Low Value
5640-CAXOA,Female,0,0,0,30,0,No phone service,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1187.05,0,1.345,29.41883519206939,1210.5,0,0,0,1,0,1,2,0,0,1,0,Established (2-4yr),2,0,1,1187.05,0.21601128966380692,4.629387665600109,182.4937707909102,1369.5437707909102,Medium Value
2235-EZAIK,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.2,5401.9,0,1.1,68.20580808080807,5702.400000000001,1,1,1,1,1,0,5,1,1,1,1,Loyal (4-6yr),1,0,1,5401.9,0.03386384856879709,29.530016293582843,2065.65051897966,7467.5505189796595,High Value
3847-BAERP,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247.0,0,2.09,11.818181818181818,209.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,247.0,0.3441258276727833,2.9059138244946365,59.758487270080295,306.7584872700803,Low Value
1196-AMORA,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,73.6,520.0,1,10.514285714285714,7.065217391304349,515.1999999999999,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,520.0,0.8051617120446405,1.2419865289676828,90.56391257258328,610.5639125725833,Low Value
4282-YMKNA,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,706.6,1,8.305555555555555,9.45284280936455,672.75,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,706.6,0.7172572875554677,1.3941998462060476,103.18650594111298,809.786505941113,Medium Value
1453-RZFON,Female,0,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,49.9,0,49.9,1.0,49.9,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,49.9,0.6569342612794057,1.5222223271662831,75.16835972098886,125.06835972098887,Low Value
8263-OKETD,Female,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,0,3.4450000000000003,19.88896952104499,1378.0,0,1,0,1,0,1,3,1,1,1,1,Developing (1-2yr),3,0,1,1370.35,0.3243727340944206,3.0828731730235788,208.84682990356433,1579.1968299035643,Medium Value
0670-KDOMA,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0,20.25,1.0,20.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.25,0.6695479677441039,1.4935449708992208,29.933075570473484,50.183075570473484,Low Value
2476-YGEFM,Female,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),76.0,2215.25,0,2.6206896551724137,29.148026315789476,2204.0,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,0,1,2215.25,0.586358178256178,1.7054422315281552,128.1674102063422,2343.417410206342,Medium Value
8687-BAFGU,Male,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.0,74.0,0,74.0,1.0,74.0,0,0,0,1,0,0,1,0,1,1,1,New (0-12m),3,1,0,74.0,0.8044327876785998,1.2431119359092264,91.13819197402864,165.13819197402864,Low Value
0641-EVBOJ,Male,0,0,0,3,1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,82.3,214.4,0,27.433333333333334,2.6051032806804377,246.9,1,0,0,1,0,0,2,0,1,1,1,New (0-12m),3,0,0,214.4,0.7053547385573415,1.417726351488465,115.51452921842838,329.91452921842836,Low Value
0829-XXPLX,Female,0,0,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.4,1871.15,0,4.470000000000001,20.930089485458613,1788.0,1,0,1,0,1,0,3,1,1,1,1,Developing (1-2yr),3,0,1,1871.15,0.4725184401507584,2.1163195232781753,186.77007414614752,2057.9200741461477,Medium Value
9974-JFBHQ,Male,0,0,1,64,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),99.15,6171.2,0,1.54921875,62.24104891578416,6345.6,0,1,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),3,0,1,6171.2,0.32478845096991876,3.0789272125092215,300.15959324993617,6471.359593249936,High Value
5356-RHIPP,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,1,20.2,1.0,20.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.2,0.6972700150872625,1.434164639755592,28.679077731502584,48.87907773150258,Low Value
6624-JDRDS,Female,0,0,0,6,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.45,161.45,0,4.908333333333333,5.482173174872665,176.7,1,0,0,0,0,0,1,0,0,1,0,New (0-12m),3,0,1,161.45,0.36626571055977364,2.7302583102078364,79.1726028992714,240.62260289927139,Low Value
0608-JDVEC,Male,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.8,1013.2,0,0.396,51.17171717171717,990.0,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,1,0,1013.2,0.12869920907015925,7.7700555211249105,148.37444897411314,1161.5744489741132,Medium Value
9780-FKVVF,Male,0,0,0,6,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.15,336.7,0,9.858333333333333,5.6923076923076925,354.9,1,0,0,0,0,1,2,0,1,1,1,New (0-12m),3,0,1,336.7,0.47130277325696407,2.121778306309221,123.88920882891286,460.58920882891283,Low Value
1919-RTPQD,Male,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,333.65,0,6.392857142857143,7.455865921787709,313.25,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,333.65,0.5631090936688485,1.7758548232362181,78.5598996337425,412.20989963374245,Low Value
5214-NLTIT,Male,0,1,1,72,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),90.8,6511.8,0,1.261111111111111,71.71585903083701,6537.599999999999,0,0,1,0,0,1,2,0,1,1,1,Loyal (4-6yr),1,0,1,6511.8,0.13088904192213013,7.6400589790773346,669.3975707498341,7181.197570749834,High Value
3345-PBBFH,Male,0,1,0,8,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,393.45,0,6.19375,7.940464177598385,396.4,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1,393.45,0.3988693802872065,2.5070864032730427,122.43330123714523,515.8833012371452,Low Value
5055-BRMNE,Female,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),106.7,7009.5,0,1.5925373134328358,65.69353327085285,7148.900000000001,1,0,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1,7009.5,0.20841349627046646,4.798153756329966,499.8243290508744,7509.324329050874,High Value
9189-JWSHV,Female,1,1,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.55,2264.05,1,3.8979166666666663,24.201496525921968,2245.2,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0,2264.05,0.7554138370332721,1.3237777109395934,122.65131308937714,2386.7013130893774,Medium Value
2190-PHBHR,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),94.45,6921.7,0,1.3118055555555557,73.28427739544732,6800.400000000001,1,1,0,0,0,1,3,1,1,1,1,Loyal (4-6yr),1,0,1,6921.7,0.1041834433626229,9.598454108676181,867.7962059100026,7789.496205910003,High Value
2650-GYRYL,Male,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,600.25,0,0.5893939393939394,30.86118251928021,641.85,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,600.25,0.18505868453370589,5.403691280523848,102.35414357085656,702.6041435708565,Low Value
0746-JTRFU,Male,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.05,56.35,1,12.525,2.249500998003992,50.1,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,1,0,56.35,0.8305521590650696,1.2040183016629242,29.88612448723571,86.23612448723571,Low Value
5208-FVQKB,Male,0,1,0,70,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.95,4664.15,0,0.9707142857142858,68.64091243561441,4756.5,1,1,0,1,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,0,4664.15,0.07633861752282804,13.099529863780457,839.9424432368344,5504.092443236834,High Value
7184-LRUUR,Female,0,0,0,22,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),65.25,1441.8,0,2.965909090909091,22.09655172413793,1435.5,0,1,1,0,1,0,3,1,1,1,1,Developing (1-2yr),2,0,1,1441.8,0.2043366174747838,4.893885454100782,311.63180084747273,1753.4318008474727,Medium Value
6627-CFOSN,Female,0,0,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),99.45,5623.7,0,1.6855932203389832,56.54801407742584,5867.55,1,1,1,0,0,1,4,1,1,1,1,Loyal (4-6yr),3,0,1,5623.7,0.3551843033772924,2.815439732250093,275.60303482173845,5899.303034821738,High Value
3982-JGSFD,Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,0,0.5652777777777778,34.19410319410319,732.6,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,695.85,0.16209569689267744,6.169195229544519,121.87644447216063,817.7264444721607,Medium Value
1574-DYCWE,Female,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,1028.75,0,0.3911764705882353,51.56641604010025,1017.45,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1028.75,0.08410002548113596,11.890602818239392,224.9531335753104,1253.7031335753104,Medium Value
7247-XOZPB,Male,0,1,0,53,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),77.4,4155.95,0,1.4603773584905662,53.69444444444444,4102.200000000001,1,0,1,1,1,0,4,1,1,1,1,Loyal (4-6yr),2,0,1,4155.95,0.05179118414265472,19.30830539123375,1375.15470839319,5531.10470839319,High Value
2466-FCCPT,Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,395.6,0,0.985,20.08121827411168,394.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,1,395.6,0.21475820808022267,4.656399440744314,89.60846665657121,485.2084666565712,Low Value
6211-WWLTF,Male,0,1,0,63,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),99.7,6330.4,0,1.5825396825396827,63.49448345035105,6281.1,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1,6330.4,0.10829325445810845,9.23418549940093,882.5841643791583,7212.984164379158,High Value
4826-TZEVA,Female,0,0,0,40,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),74.8,2971.7,0,1.87,39.72860962566845,2992.0,0,1,0,0,0,0,1,0,1,1,1,Established (2-4yr),3,0,1,2971.7,0.5698343427242508,1.7548959847158794,129.7750115420441,3101.475011542044,High Value
6016-NXBNJ,Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.15,638.0,0,0.5471428571428572,33.315926892950394,670.25,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0,638.0,0.1687756041813198,5.925026930584561,110.26109006150752,748.2610900615075,Low Value
9138-EFSMO,Male,0,1,1,26,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Bank transfer (automatic),78.95,2034.25,0,3.036538461538462,25.766307789740345,2052.7000000000003,0,0,0,0,0,1,1,0,1,1,1,Established (2-4yr),2,0,1,2034.25,0.21345872831898385,4.6847463576455,361.2601475709143,2395.5101475709143,Medium Value
0576-WNXXC,Male,1,1,0,27,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.55,2510.2,1,3.5388888888888888,26.27106227106227,2579.85,0,1,1,0,0,1,3,1,1,1,1,Established (2-4yr),3,1,0,2510.2,0.7744331474641666,1.2912670425774493,122.21333179518794,2632.413331795188,Medium Value
4632-XJMEX,Male,0,0,1,53,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),62.85,3419.5,0,1.1858490566037736,54.407319013524265,3331.05,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1,3419.5,0.10561875665184489,9.468015262633113,569.9157814454991,3989.4157814454993,High Value
8910-LEDAG,Male,1,1,0,34,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),71.55,2427.35,0,2.1044117647058824,33.92522711390636,2432.7,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,0,1,2427.35,0.6192570033254896,1.6148384186692628,114.29536359843806,2541.645363598438,Medium Value
3452-GWUIN,Female,1,1,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.95,1760.25,0,4.997368421052632,18.53870458135861,1804.05,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0,1760.25,0.7254349112897495,1.378483423443327,129.60192852242326,1889.8519285224233,Medium Value
2716-GFZOR,Male,0,1,0,43,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),86.1,3551.65,0,2.0023255813953487,41.25029036004646,3702.3,1,1,1,0,0,0,3,1,1,1,1,Established (2-4yr),3,0,1,3551.65,0.4441603806400971,2.251438992732446,191.25337627340048,3742.9033762734007,High Value
3724-UCSHY,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,122.9,0,3.2583333333333333,6.286445012787724,117.3,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,122.9,0.3474566812101291,2.878056615625234,55.36899902238043,178.26899902238043,Low Value
8626-XHBIE,Male,0,0,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1424.2,0,0.4428571428571429,57.42741935483871,1388.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1424.2,0.08366406043489856,11.952563559572024,281.0270994392502,1705.2270994392502,Medium Value
4628-CTTLA,Male,0,0,0,57,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,2111.45,1,0.6894736842105262,53.726463104325695,2240.1,0,1,0,0,1,0,2,0,0,1,0,Loyal (4-6yr),3,1,0,2111.45,0.5874436565751554,1.7022909155749197,66.15444051593279,2177.6044405159328,Medium Value
3192-LNKRK,Male,0,1,1,34,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,84.05,2909.95,0,2.472058823529412,34.62165377751339,2857.7,0,0,1,0,1,0,2,0,1,1,1,Established (2-4yr),3,0,0,2909.95,0.515147495242387,1.9411916183917004,161.17933702876425,3071.129337028764,High Value
4439-YRNVD,Female,0,0,0,10,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,36.25,374.0,0,3.625,10.317241379310344,362.5,0,1,0,1,0,0,2,0,0,1,0,New (0-12m),3,1,0,374.0,0.5759351412090409,1.736306622826894,62.230880957947335,436.2308809579473,Low Value
2876-VBBBL,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,1,20.25,1.0,20.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.25,0.6695479677441039,1.4935449708992208,29.933075570473484,50.183075570473484,Low Value
6834-NXDCA,Female,0,0,0,13,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.9,300.8,1,1.8384615384615384,12.585774058577408,310.7,0,0,0,0,0,0,0,0,0,1,0,Developing (1-2yr),3,1,0,300.8,0.6736360825613672,1.4844810512490645,35.11533938700147,335.9153393870015,Low Value
2208-UGTGR,Male,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.6,5581.05,0,1.7607142857142857,56.602941176470594,5521.599999999999,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,1,0,5581.05,0.5298357801710413,1.8873772542827905,183.88046430337096,5764.930464303371,High Value
3005-TYFRD,Female,0,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),103.65,5676.65,0,1.8845454545454547,54.76748673420163,5700.75,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,0,1,5676.65,0.5317523339751697,1.88057472644153,192.60700946556508,5869.257009465565,High Value
8670-MEFCP,Female,0,1,1,36,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.9,3379.25,0,2.580555555555556,36.3751345532831,3344.4,1,1,1,1,1,1,6,1,1,1,1,Established (2-4yr),1,0,1,3379.25,0.09423336757256197,10.611952281446122,939.776610230443,4319.026610230443,High Value
3079-BCHLN,Male,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,942.95,0,0.4234042553191489,47.38442211055277,935.3,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,942.95,0.1749978597517482,5.714355600797627,110.6012667079287,1053.5512667079288,Medium Value
7777-UNYHB,Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.1,232.4,0,1.675,11.562189054726367,241.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1,232.4,0.3666373504098512,2.72749079951111,53.98215358461259,286.3821535846126,Low Value
5597-GLBUC,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,85.45,85.45,1,85.45,1.0,85.45,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),3,1,0,85.45,0.9427171463659835,1.0607635639755066,89.87050724214753,175.32050724214753,Low Value
7278-CKDNC,Male,1,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.5,2088.45,0,3.3541666666666665,25.94347826086956,1932.0,0,1,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0,2088.45,0.7574055058289815,1.3202967133246524,105.26573565141408,2193.715735651414,Medium Value
2748-MYRVK,Female,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),99.9,6137.0,1,1.585714285714286,61.43143143143143,6293.700000000001,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1,6137.0,0.2560886187895114,3.9048982525144416,382.2557577110191,6519.255757711019,High Value
8450-UYIBU,Female,1,0,0,35,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.85,1434.6,0,1.1385714285714286,35.99999999999999,1394.75,0,0,1,0,1,0,2,0,0,1,0,Established (2-4yr),3,1,0,1434.6,0.42694055389572144,2.342246457674869,92.05419225099759,1526.6541922509975,Medium Value
2969-VAPYH,Female,0,0,0,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),60.5,3870.0,0,0.9029850746268656,63.96694214876033,4053.5,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1,3870.0,0.0848117171141552,11.790823650628559,676.7397040112106,4546.739704011211,High Value
